Smiles,pIC50,MaxAbsEStateIndex,MaxEStateIndex,MinAbsEStateIndex,MinEStateIndex,qed,SPS,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,AvgIpc,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_HOCCN,fr_NH0,fr_NH1,fr_NH2,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_benzene,fr_bicyclic,fr_ester,fr_ether,fr_furan,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_ketone,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_oxazole,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_pyridine,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_tetrazole,fr_thiazole,fr_thiophene,fr_unbrch_alkane,fr_urea
c1nc(N[C@H]2CC[C@@H](N3CCOCC3)CC2)c2c(C3CCOCC3)c[nH]c2n1,6.24,5.552708450211087,5.552708450211087,0.4933608644074914,0.4933608644074914,0.8429161895622892,27.857142857142858,385.5120000000001,354.26400000000007,385.24777523200004,152,0.14263967824108864,-0.3814062615923247,0.3814062615923247,0.14263967824108864,0.9285714285714286,1.6785714285714286,2.4642857142857144,16.478893015551932,9.890888830976388,2.2799070788892326,-2.386005820135228,2.3545564323120733,-2.4575360611134647,5.904949578099207,0.007907062793975156,3.208676040646684,1.2814007359552337,774.1939645459189,18.760937777247957,16.530170087614305,16.530170087614305,13.88214273316075,10.863156616316799,10.863156616316799,8.374671842501535,8.374671842501535,6.761087853931213,6.761087853931213,5.148016211648242,5.148016211648242,-1.7,7082292.434548661,18.336292738184707,8.349343594386603,3.7515326362367025,165.7549486023261,19.774493032553636,17.7923600733673,0.0,0.0,0.0,0.0,4.899909730850478,9.967957041894417,0.0,0.0,0.0,50.00628727541445,44.58380197075998,18.59998814349063,9.473725907600098,16.85126421306755,0.0,19.8518452936921,0.0,56.52651744201337,44.833829273883154,18.087615138074614,0.0,5.316788604006331,5.817862777835028,0.0,0.0,71.45256762186483,9.473725907600098,0.0,50.00628727541445,12.524163646377618,0.0,11.033401435232523,75.30000000000001,0.0,0.0,0.0,0.0,11.959746875309353,69.86556474347957,36.63296219786583,6.3273200747645415,0.0,31.365477469311507,9.473725907600098,11.05876781384652,0.0,15.090185901891488,4.952275628545469,2.2957381839073765,1.5358065214540684,1.2132002107674003,10.869854691947115,5.650837714307231,0.0,0.7142857142857143,28,2,7,1,2,3,0,2,2,6,2,7,4,1,2,3,5,2.9072000000000005,108.74140000000006,0,0,0,0,0,3,1,0,0,0,0,0,0,3,2,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COc1cc2c(Nc3ccc(NC(=O)c4ccccc4)cc3)nc(NCCc3ccccn3)nc2cc1O,6.24,12.451902760388098,12.451902760388098,0.011485100812630655,-0.17923587545696074,0.20999095853498467,10.657894736842104,506.56600000000026,480.3580000000003,506.20663869200007,190,0.2551576401155064,-0.5042013535547822,0.5042013535547822,0.2551576401155064,0.9210526315789473,1.6842105263157894,2.4210526315789473,16.47407324844127,10.159956147009517,2.1330916246172773,-2.138275261743127,2.345666897811621,-2.1125423718631473,6.039360009334123,0.10220499376346596,2.945957648389414,1.367378100226947,1544.5224057912685,26.321415709563016,20.67981856314504,20.67981856314504,18.584851333567983,12.048869518904251,12.048869518904251,8.45737787599112,8.45737787599112,5.8282544006094,5.8282544006094,3.897372198031492,3.897372198031492,-5.18,537268955.4220358,24.511582964056387,11.255651211382332,5.7865348899255045,219.12195030242097,25.793756160659747,5.817862777835028,11.49902366656781,5.948339280986494,5.907179729351506,0.0,9.77851570501903,4.9839785209472085,4.9839785209472085,0.0,24.26546827384644,54.59730361615449,53.24716491929065,12.626498258893795,14.637927532712576,39.951079269621204,0.0,14.951935562841626,0.0,6.4208216229260096,29.6049197592091,102.3833620166211,11.49902366656781,20.68722876581904,23.140974608188646,11.49902366656781,0.0,39.620196634223944,6.4208216229260096,0.0,16.051916670617278,91.12598253007563,0.0,10.902924932081056,121.29,0.0,9.901064578912528,0.0,11.65669156263541,52.63505461940562,11.381314269532023,7.109797541277533,30.462311845459517,60.6636706846161,30.902301374860617,4.736862953800049,5.2954787063168,0.0,26.048722882712113,20.460357101899593,3.51933418107278,1.0740320585391865,25.395530549299114,2.4657166454423876,0.5832402188827795,1.4909209891685746,0.10344827586206896,38,4,9,0,0,0,3,2,5,8,4,9,9,0,0,0,5,5.389500000000004,148.30539999999982,0,0,0,0,0,3,0,1,0,0,1,1,0,3,3,0,0,0,0,0,0,0,0,1,0,4,0,3,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
COc1cc(Nc2c(C#N)cnc3cc(OCCCN4CCN(C)CC4)c(OC)cc23)c(Cl)cc1Cl,6.24,9.745119971858806,9.745119971858806,0.3568345924001035,0.3568345924001035,0.3788289261994078,14.444444444444445,530.4560000000004,501.2240000000003,529.164745148,190,0.16284061392699467,-0.49511664318909343,0.49511664318909343,0.16284061392699467,1.0,1.75,2.4444444444444446,35.4968373300011,10.084252075442603,2.1728105719805595,-2.3175627832706556,2.400066911772954,-2.4439172606595343,6.369571544036324,0.14485316277854315,2.8833427518010346,1.5708066366430868,1272.8949540436163,25.656125291633366,20.606027013663844,22.117884905700752,17.426585250869643,11.677349746412146,12.4332786924306,8.617426049680963,9.431826303162175,6.247115759754995,6.855194333460332,4.149517438715738,4.6570897828273905,-2.9599999999999995,120795972.2479083,26.112923043947962,11.849897701476989,5.876517094562205,220.8076192908437,29.327196927107433,11.818733146076179,11.49902366656781,0.0,0.0,0.0,4.9839785209472085,0.0,5.261891554738487,0.0,23.20187978046503,25.60122774252642,56.439583952563964,53.326668433231006,14.210588861400147,45.479577261913214,5.261891554738487,14.783797982648164,0.0,6.4208216229260096,65.91471966331437,46.07102996463916,23.31775681264399,19.527377465406477,11.374772549367124,17.248535499851716,23.20187978046503,75.3817290419562,0.0,11.33111286753076,11.984273114623004,30.462311845459514,10.045266627482652,10.902924932081056,82.88,0.0,5.261891554738487,0.0,0.0,61.741833064992456,39.14460365248888,13.30664111289061,19.242531678200752,12.13273413692322,33.21747988212396,37.41246864186518,17.024996523096558,12.604128889322919,9.284178413838147,14.484444297843096,2.108896784754429,1.629469308269827,9.124990226931061,2.435278274070362,5.9199500405630605,5.272556130199435,0.38461538461538464,36,1,8,0,1,1,2,1,3,8,1,10,9,0,1,1,4,5.190380000000005,143.35569999999984,0,0,0,0,0,1,0,0,0,0,0,0,0,4,1,0,1,0,0,0,0,0,0,0,0,2,0,2,1,0,3,0,2,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
CC(C)Nc1cc(Nc2ccc3ncsc3c2)ncc1-c1nc(C(=O)N2CCC3(CC2)C(=O)NCN3c2ccccc2)cs1,6.24,13.58545995820003,13.58545995820003,0.031569077309584026,-0.6422136908992797,0.20367107206033555,16.113636363636363,624.7960000000005,592.5400000000003,624.2089642640001,224,0.27284921634282205,-0.382142775455759,0.382142775455759,0.27284921634282205,1.0454545454545454,1.8636363636363635,2.659090909090909,32.13464863613713,9.852652356062439,2.5051069937862755,-2.4274941083129566,2.374174778168852,-2.5684794650002796,7.163335024056043,-0.12449164614581704,3.7748446108308507,1.0759793992194258,1828.3699260935407,30.260573298318437,24.410148544753117,26.043141706608566,21.391817098267392,14.62568362088213,16.38498924339192,11.36330791766736,13.10775794622623,8.188275936326546,9.855589891005607,5.9753352452584805,7.509128740595689,-4.550000000000001,18181445421.721687,28.233968165793478,11.509410584256106,5.239419841673291,262.7190197957093,25.75018527371995,22.0583397219196,0.0,5.907179729351506,5.907179729351506,0.0,9.589074368143644,14.951935562841626,0.0,22.673571755869474,18.19910120538483,57.02095298754132,53.83678587556439,27.959302588298883,9.589074368143644,67.58457345054356,0.0,25.168633897698435,0.0,38.269883726764576,35.29169093958743,77.37867722669932,10.571075188549761,20.850275542869472,22.880021601885712,0.0,22.673571755869474,63.0051748346507,4.794537184071822,0.0,37.177582824153546,71.68474923185086,0.0,20.787695822635122,115.38000000000001,5.538925252383345,9.589074368143644,0.0,17.85620028785097,44.1116380192598,37.84985464668581,11.336785877934737,17.533629449547814,64.32144832262665,50.73207405260675,4.9839785209472085,1.1074396920322875,3.028930723722106,44.36761047297474,12.476341207930945,6.253821949720122,0.6208778167017663,18.197843890107045,2.9239617784812197,5.606505801663108,0.0,0.28125,44,3,10,0,2,2,2,3,5,10,3,12,7,0,2,2,7,5.947400000000005,176.80559999999966,0,0,0,0,0,3,0,0,0,0,2,2,0,5,3,0,0,1,0,0,0,0,0,2,0,4,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0
CC1(C)OC(=O)c2ccc(Nc3ncc(-c4nc(C5CC5)no4)c(N[C@H](CO)c4ccccc4)n3)cc21,6.24,12.147448624831034,12.147448624831034,0.15147929297359752,-0.7194551576151573,0.2933646083917021,16.675675675675677,498.54300000000023,472.3350000000003,498.201553312,188,0.33893310359551254,-0.45114098331419844,0.45114098331419844,0.33893310359551254,1.1081081081081081,1.9189189189189189,2.675675675675676,16.55888283509059,9.953789913639392,2.374463940455643,-2.195303707686594,2.4000176385953718,-2.169394378937264,5.949586233830583,0.009543741333506625,3.5835330076854794,1.3456118836049966,1465.0151102467075,25.570338854006454,20.432986153536913,20.432986153536913,17.90814796576925,12.193301093033043,12.193301093033043,9.763267850590504,9.763267850590504,6.590974950925363,6.590974950925363,4.4138967133880564,4.4138967133880564,-4.31,456181401.0807085,23.110381995219974,8.968399341901913,4.511319064091837,212.6688054027949,25.000062493626764,16.982365080515713,5.824404497999927,5.948339280986494,5.890723922025908,5.969305287951849,0.0,9.77851570501903,9.967957041894417,0.0,35.4884985994335,50.45167034231509,23.365587384155027,18.212174285357875,19.161022469685925,23.422893621456936,0.0,20.10859881996707,0.0,44.2499153315263,17.24045917252558,77.24253909239688,11.454175413722904,10.633577208012662,17.453588333505085,0.0,0.0,37.791313467272545,10.337913764783737,0.0,65.95816067770535,59.250875056279305,0.0,11.454175413722904,135.29000000000002,11.642891640131648,9.901064578912528,0.0,12.576187252464766,46.2135257830863,23.96854622924601,0.0,18.3295777085363,50.245676810150904,25.758197507032524,14.243936411720604,11.019806493528467,0.0,25.888587161326296,20.79309058361641,2.7644755033937383,1.7595684043026463,14.577532393510703,3.723940999155854,3.556331794499217,0.0,0.2962962962962963,37,3,10,1,1,2,2,2,4,10,3,10,8,1,0,1,6,4.6986000000000026,135.35669999999993,0,1,1,0,0,4,0,0,0,0,1,1,0,4,2,0,0,0,0,0,0,0,0,0,0,3,0,2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O=c1[nH]c(NC2CCOCC2)nc(N[C@@H]2C[C@H](CO)[C@@H](O)[C@H]2O)c1-c1nc2ccccc2s1,6.24,13.234456412194508,13.234456412194508,0.12566039917140182,-1.0987432387504545,0.30951288312039515,26.03030303030303,473.5550000000001,446.3390000000002,473.17328996399993,176,0.264293487818969,-0.39598265080506273,0.39598265080506273,0.264293487818969,1.121212121212121,1.9090909090909092,2.6363636363636362,32.133540151714,10.081263613280425,2.413492528864072,-2.241821133521844,2.3438853754404394,-2.361860323297222,7.212620383310838,0.004457552924981763,3.35340330143042,1.528763668422256,1144.4380879476973,22.949018510446816,17.899605958717302,18.71610253964503,16.02920844090216,11.112717432095067,11.929214013022793,8.566239281365643,9.596888163292006,6.3477518232431756,7.401646416343093,4.483190848914583,5.491784545030245,-2.5699999999999994,51445606.30907412,22.2335305315419,9.353325433396526,4.464023791177978,193.22966297520617,30.69002234633482,22.492904354133092,0.0,5.948339280986494,5.559266895052008,0.0,9.77851570501903,4.9839785209472085,4.9839785209472085,11.336785877934737,12.13273413692322,31.395199005701247,31.780392768848106,22.362427850981625,20.056445138322168,33.31960857084162,0.0,14.951935562841626,5.917906046161393,43.55407930257056,30.454223101551417,34.61927235297027,10.571075188549761,16.19284410306467,11.766202058821523,0.0,11.336785877934737,74.38377807469502,4.736862953800049,5.917906046161393,19.26246486877803,29.060005457918262,0.0,20.787695822635122,152.62,24.167679650805958,20.11411936859394,0.0,29.58930395824491,30.590548529791104,23.05826387993738,11.336785877934737,0.0,24.26546827384644,25.585512770854287,4.736862953800049,6.341789545939562,1.3846066797293346,25.321945102306305,37.23251188491042,0.7080090106902888,0.1513348385854696,7.178154554305763,-0.20474639674765904,1.053061446947179,0.0,0.5,33,6,10,1,1,2,1,2,3,10,6,11,6,1,1,2,5,1.1520000000000008,125.55250000000001,0,3,3,0,0,3,1,0,0,0,0,0,0,2,3,0,0,0,1,0,0,0,0,0,0,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
O=c1[nH]c(NC2CCC2)nc(N[C@@H]2C[C@H](CO)[C@@H](O)[C@H]2O)c1-c1ccccn1,6.23,12.821833034139583,12.821833034139583,0.2214367319088637,-1.0714244771982864,0.41563614830942164,27.392857142857142,387.44000000000005,362.2400000000001,387.19065428,150,0.26342673727853483,-0.39598265080506273,0.39598265080506273,0.26342673727853483,1.1785714285714286,2.0,2.607142857142857,16.334347062118773,9.933452366276901,2.412504326686723,-2.269302832561176,2.3102546372983177,-2.362451820228674,5.724075445651903,0.004457457142989622,2.929411595149087,1.6889192772237527,870.372861334745,19.67299762850792,15.376002596603028,15.376002596603028,13.562881945713375,9.623035829843944,9.623035829843944,7.535655406959454,7.535655406959454,5.644905651703147,5.644905651703147,3.764574321365401,3.764574321365401,-2.4899999999999998,2335690.1706906506,18.8539628276909,7.8621821765569715,3.601777526402084,161.429147829156,25.95315939253478,17.485280657280327,0.0,5.948339280986494,5.559266895052008,0.0,14.76249422596624,0.0,4.9839785209472085,0.0,6.06636706846161,37.81602062862726,24.763472411435348,17.839735211744724,15.319582184522117,11.766202058821523,0.0,14.951935562841626,5.917906046161393,49.97490092549656,17.24045917252558,34.749748856121734,11.257379486545457,16.19284410306467,11.766202058821523,0.0,0.0,61.170014145669185,0.0,5.917906046161393,25.683286491704038,29.19048196106973,0.0,11.257379486545457,143.39,24.167679650805958,20.11411936859394,0.0,23.77144118040988,23.880951676595995,19.26246486877803,0.0,24.395944776997908,0.0,25.585512770854287,0.0,0.0,0.0,24.37926414084152,36.178236662898705,0.3882890054169825,0.22509869077464661,4.99781188963954,3.05273634233747,-0.2214367319088637,0.0,0.5263157894736842,28,6,9,2,0,2,0,2,2,8,6,9,6,2,0,2,4,0.3108000000000002,103.9675,0,3,3,0,0,3,1,0,0,0,0,0,0,2,3,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
O=C(Nc1cc(Cl)ccc1OC1CCCC(O)C1)c1cnn2cccnc12,6.22,12.753882852523727,12.753882852523727,0.09331308732553345,-0.3481962150201785,0.7176255565898773,19.77777777777778,386.83900000000006,367.68700000000007,386.1145681480001,140,0.2607519064543792,-0.4881497753735142,0.4881497753735142,0.2607519064543792,1.3703703703703705,2.259259259259259,3.111111111111111,35.49569173742079,9.948910919420161,2.230810897479833,-2.271110016233337,2.319552921653399,-2.28163321692123,6.306557496577535,0.05388518957280177,3.081677182836496,1.5721272390108636,974.4980963721788,18.802754140504845,14.507894983389612,15.263823929408067,13.097356788324023,8.839310776682112,9.21727524969134,6.601007393411748,7.037443173883733,4.605785197466814,4.840882300254551,3.2865865301278774,3.4586895540807445,-2.6399999999999997,2162566.963055511,17.757866010054375,7.538870050895631,3.8875506410634255,160.4856003905545,15.160178952647085,17.416929712729203,5.647177220767728,0.0,5.907179729351506,0.0,4.794537184071822,9.499376414562832,5.098681808301038,0.0,11.600939890232516,43.52793314262447,23.83714207989349,17.988196234044942,14.637927532712576,28.84268311503531,0.0,14.59805822286387,0.0,37.89121926720064,5.316788604006331,53.44208379412399,5.749511833283905,10.05365155780638,5.687386274683562,5.749511833283905,11.600939890232516,37.81969812255269,0.0,0.0,36.041275167472854,42.85599898868567,5.022633313741326,5.647177220767728,88.75,0.0,9.901064578912528,0.0,18.115112504848113,34.09098175709953,19.26246486877803,10.712241465228699,36.6591554170726,0.0,15.399448933254575,16.337802844032566,7.583182367665293,6.110494916294579,16.954180329356348,17.314457507086104,1.2984794103336676,0.1766469041320231,6.825724855461854,7.51461148744791,0.0,0.0,0.3157894736842105,27,2,7,1,0,1,1,2,3,6,2,8,4,1,0,1,4,3.3173000000000012,101.28300000000003,0,1,1,0,0,3,0,0,0,0,1,1,0,3,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COc1cc2cc[nH]c2cc1NC(=O)c1csc2cncnc12,6.22,12.601066704459562,12.601066704459562,0.2230035903250187,-0.2230035903250187,0.6048526414406764,11.0,324.36500000000007,312.26900000000006,324.0680966240001,114,0.2583353706862045,-0.4945536333902117,0.4945536333902117,0.2583353706862045,1.391304347826087,2.3043478260869565,3.1739130434782608,32.13344592156813,10.169637600329256,2.1580558298590526,-2.099233311387068,2.30873348356481,-2.1208295711397707,7.1706253080085185,0.1023407643287778,3.1961130842926826,1.7311523033267024,1021.2059767466262,15.81119030894213,12.16062394671889,12.977120527646615,11.25835149307306,6.897260863638474,7.776913674893369,4.9565122711881635,5.867743197606643,3.603748146680542,4.509993851831965,2.480525787285989,3.3400196903610238,-2.9299999999999997,403093.78219099314,13.713666051701077,5.364419481498794,2.307733313027654,134.6954597843021,15.037630078753587,12.076831908048447,0.0,0.0,5.907179729351506,0.0,4.794537184071822,9.967957041894417,0.0,11.336785877934737,0.0,18.19910120538483,28.676674845773128,28.577255941743452,9.53140013787187,44.05089744813622,0.0,14.951935562841626,0.0,0.0,12.426586145283864,47.86362268553843,5.749511833283905,10.05365155780638,5.687386274683562,5.749511833283905,11.336785877934737,27.96891283347066,0.0,0.0,10.357988675768818,42.30017119384144,0.0,21.11954556616642,79.89999999999999,0.0,4.794537184071822,0.0,5.907179729351506,22.517050317280727,15.602844848550157,17.66410595269928,18.686703883356525,24.395944776997908,20.268724166847957,4.736862953800049,6.256022586503737,1.4434593621399174,23.882340745590657,5.708125888211116,2.7249185353153615,0.3877473335013024,5.692173222684135,4.991827916351726,0.0,1.5800510763687168,0.0625,23,2,6,0,0,0,1,3,4,5,2,7,3,0,0,0,4,3.4335000000000013,90.2189,0,0,0,0,0,3,1,0,0,0,1,1,0,2,2,0,0,0,1,0,0,0,0,1,0,1,0,1,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CN(C)[C@H]1CC[C@H](Nc2ncnc3ccsc23)CC1,6.22,4.405117000503905,4.405117000503905,0.5522222222222223,0.5522222222222223,0.9354690557572172,23.94736842105263,276.4090000000001,256.24899999999997,276.14086764,102,0.1471490404897124,-0.3660478336058438,0.3660478336058438,0.1471490404897124,1.2105263157894737,2.0,2.736842105263158,32.13344564617814,9.903908070006677,2.2253330979097163,-2.327265725067521,2.284999121082214,-2.3583357238857467,7.172881034798016,0.22137205605632684,2.885936524569484,1.6781956123436572,543.1244696520388,13.242276208189782,11.465067547658059,12.281564128585785,9.237183443017884,6.8497406257472155,7.729393437002111,5.470637269959893,6.38675334779518,4.0110168567760915,4.9213720327962935,2.821505248296734,3.619281241581265,-1.2000000000000002,39814.3802929606,12.814692378328742,5.426675637906941,2.7172967863894146,117.41612849899172,10.216698334856808,12.14518285259957,0.0,0.0,0.0,0.0,0.0,9.967957041894417,0.0,11.336785877934737,0.0,51.22506029598594,12.083681658295921,10.216620634085363,0.0,27.371269289855128,0.0,14.867866772744893,0.0,37.76696814999996,19.41213256936071,17.77374991369207,0.0,5.316788604006331,5.817862777835028,0.0,11.336785877934737,41.0468923963952,0.0,0.0,25.683286491704038,17.77374991369207,0.0,10.216620634085363,41.05,0.0,0.0,0.0,0.0,6.041840829147961,17.37640432459925,30.383206408173137,17.66410595269928,0.0,45.726429181033126,0.0,1.1779935647098347,1.7122306993785166,11.033574885979288,5.687079186612917,1.045812494750987,1.0076880196523055,3.3445468264466283,6.633870464852607,0.0,4.357203857616916,0.5714285714285714,19,1,4,1,0,1,0,2,2,5,1,5,3,1,0,1,3,2.976000000000001,80.76870000000005,0,0,0,0,0,2,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
O=c1[nH]c(N2CCOCC2)nc(NC2CCC(O)CC2)c1-c1nc2ccccc2s1,6.21,13.207684424078273,13.207684424078273,0.1744143675988914,-0.23349218018500162,0.5879722726111952,22.366666666666667,427.5300000000002,402.33000000000015,427.16781066,158,0.2642988544419598,-0.3931285929961891,0.3931285929961891,0.2642988544419598,1.1333333333333333,1.9,2.6666666666666665,32.13353992287058,9.92900911643615,2.2481087124972854,-2.2933215624007306,2.3311194864010174,-2.38553700326834,7.21261608787193,0.12170321834074511,3.190592632500236,1.5563815996371122,1050.6805166066629,20.501424753254113,16.634555118021563,17.45105169894929,14.669836433395457,10.447429681056045,11.263926261983771,7.8490895014193365,8.879738383345702,5.762821057613779,6.816715650713697,4.081760547196022,5.090354243311682,-2.4899999999999993,13753802.522253538,19.472120098892105,8.329462435569324,3.9219141545255503,177.48622484301288,20.06008868349756,16.388937966384788,0.0,5.948339280986494,5.559266895052008,0.0,9.77851570501903,4.9839785209472085,4.9839785209472085,11.336785877934737,12.13273413692322,37.81602062862726,19.13135364097311,29.534350950859498,9.843390348640755,33.31960857084162,0.0,14.951935562841626,0.0,37.829093708600304,36.5199750757078,34.61927235297027,10.571075188549761,15.775965229908817,11.766202058821523,0.0,11.336785877934737,58.50754691542958,4.736862953800049,0.0,25.683286491704038,29.060005457918262,0.0,20.787695822635122,103.37,0.0,9.901064578912528,0.0,17.70507411194827,48.64055398822227,35.8999071257894,11.336785877934737,0.0,29.165378004696915,10.30076712495354,14.704819995694464,6.468721466252407,1.4978481145544635,27.73714477303267,14.002846466530144,1.1704796324840516,1.1316602103804485,8.057014689201045,2.979736666118339,2.6212146481130962,0.0,0.47619047619047616,30,3,8,1,1,2,1,2,3,8,3,9,4,1,1,2,5,2.5986000000000002,118.38920000000003,0,1,1,0,0,3,1,0,0,0,0,0,0,3,2,0,0,0,1,0,0,0,0,0,0,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
COc1cccc(-c2cnc(Nc3ccc4ncsc4c3)cc2NC(C)C)n1,6.21,5.2601110313756,5.2601110313756,0.2714361818469859,0.2714361818469859,0.4630523165478459,11.0,391.5000000000001,370.33200000000016,391.14668129200004,142,0.21298338471599645,-0.480969455850692,0.480969455850692,0.21298338471599645,1.0714285714285714,1.9642857142857142,2.7857142857142856,32.133452772801576,10.113290328464405,2.113650541137469,-2.1627575357471525,2.3100438449051706,-2.1122906493352875,7.162999191426877,0.3982165517578701,3.1548471595313763,1.6848252351217208,1108.8602668544527,19.5098609216914,15.931640059323861,16.748136640251584,13.618524838379201,9.004475696144864,9.884128507399756,6.639218002621414,7.525565179322268,4.16045002206077,4.952191779737416,2.9175144558772357,3.6338448101894243,-3.1899999999999995,3661133.876845812,18.1862676072455,7.816738993388654,3.8904898038331375,167.19960133092067,15.37044016181271,5.817862777835028,0.0,5.879988336435371,0.0,0.0,0.0,14.951935562841626,0.0,11.336785877934737,6.06636706846161,38.11294267322769,41.309642578748374,28.530885443828737,4.736862953800049,38.74604183922225,0.0,14.951935562841626,0.0,19.88931522852921,17.743374749290194,54.17195232446173,17.137367822980828,15.37044016181271,17.19263532720215,5.879988336435371,11.336785877934737,28.103573933267118,0.0,0.0,13.847474399381248,54.17195232446173,0.0,21.47400012063082,71.96000000000001,0.0,0.0,0.0,6.041840829147961,5.879988336435371,38.66663544783297,0.0,18.44658341921227,48.10558525600012,45.499354238697144,4.736862953800049,6.401527347618722,1.6228103717547604,13.461346212096364,6.875631535021416,6.54235078269263,1.3395553402708054,14.097333130989512,1.8333806531872008,4.210390313150054,1.6156743132185398,0.19047619047619047,28,2,6,0,0,0,1,3,4,7,2,7,6,0,0,0,4,5.325800000000004,115.68140000000001,0,0,0,0,0,3,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,3,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0
