pIC50,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,BCUT2D_LOGPLOW,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi2n,Chi2v,HallKierAlpha,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA3,PEOE_VSA4,PEOE_VSA6,PEOE_VSA9,SMR_VSA3,SMR_VSA5,SlogP_VSA5,TPSA,EState_VSA1,VSA_EState1,HeavyAtomCount,NOCount,NumAromaticCarbocycles,NumAromaticHeterocycles,NumHAcceptors,NumHeteroatoms,NumRotatableBonds,MolMR,fr_NH0,fr_benzene,fr_pyridine
8.15,457.4850000000002,432.28500000000025,457.20377948,174,-2.4181041884764563,1183.6815519021072,24.172997628507925,18.51023103736909,18.51023103736909,15.633578818625264,10.351317185185648,8.24735601408347,8.24735601408347,-3.65,24.0015418603054,9.871161278160054,5.5882117704505925,189.0101852412898,14.358372089569237,15.04237629818471,0.0,41.8315310188618,25.06523038934697,45.00660025763982,43.11347338946369,128.75,30.89925331403297,28.34981845276419,33,9,0,3,8,11,9,118.57870000000004,5,0,2
8.15,414.4850000000001,387.2690000000002,414.217952324,160,-2.4179004379632856,1057.321473656055,22.051677284948283,17.770839406486807,17.770839406486807,14.057569213703694,9.779551124249007,8.200223346792512,8.200223346792512,-3.07,21.63438328735858,8.350734329479016,4.731387059027412,174.08712804249825,14.358372089569237,9.780484743446223,0.0,29.59348855488989,25.06523038934697,52.43325303409506,43.6163889662283,104.96,17.679905935845486,15.61370218730643,30,8,0,3,7,9,7,113.68270000000004,4,0,2
8.15,295.3900000000001,274.222,295.179695672,114,-2.358650999317156,695.751781798344,15.526733258565956,13.08138312188378,13.08138312188378,10.66903509559602,7.749546421654187,6.179403799737604,6.179403799737604,-2.19,14.73502019756721,6.285404582598941,3.0218030610353512,130.53328702444557,9.967957041894415,5.261891554738487,0.0,17.14937352210553,14.867866772744891,37.76696814999996,31.246737983401037,64.84,0.0,0.0,22,5,1,1,5,5,3,87.60670000000005,4,1,0
8.15,463.5420000000003,434.3100000000003,463.233187788,178,-2.4824423757348133,1231.5729261071235,24.457454678884098,19.739900651004127,19.739900651004127,16.151216908830307,11.310935751682589,9.415500867207497,9.415500867207497,-3.55,23.60291546850596,9.36542519701281,5.004349887743137,197.51671274020825,9.967957041894415,15.04237629818471,0.0,47.36487282208349,25.06523038934697,64.32529090164243,56.458032212080326,137.98,5.601050810983688,7.356194251940563,34,10,0,3,9,10,6,126.65970000000004,5,0,2
8.15,420.49400000000014,400.3340000000001,420.1256115000001,152,-2.2657369497952944,1217.4443217809596,20.501424753254117,16.115529070033872,16.9320256509616,14.669836433395457,9.8923707714084,7.431953544316845,8.343184470735322,-3.1,18.89882699175752,7.965366739252285,3.712050286955092,176.31906051488414,9.967957041894415,0.0,6.06636706846161,39.192091893578784,14.951935562841626,37.89121926720064,36.04127516747285,97.23,0.0,7.123267468312112,30,7,1,3,7,8,4,116.00200000000002,3,1,1
8.15,373.4640000000001,350.28000000000003,373.2014937360001,142,-2.350329965585324,1104.855129695662,18.92407448406449,15.837997794142243,15.837997794142243,13.759152830872496,9.669722716706088,7.268773652638357,7.268773652638357,-3.19,16.945681464492072,7.086791096222869,3.2466141540380606,162.9938272457578,9.967957041894415,5.098681808301038,6.06636706846161,23.78154313292308,29.465924995608763,18.88348407499998,12.84164324585202,72.07000000000001,0.0,3.907546927602497,28,7,0,4,7,7,4,110.13940000000004,5,0,2
8.15,337.4270000000002,314.24300000000005,337.190260356,130,-2.45749471332947,772.9683807026016,17.062267164498692,14.318058537093837,14.318058537093837,12.330831138144497,9.064925031877571,6.864133625359167,6.864133625359167,-2.23,16.249913427774942,7.33995744173336,3.577389734989455,147.37088532921646,9.967957041894415,5.261891554738487,0.0,30.36313745113137,14.867866772744897,37.76696814999996,31.246737983401037,74.07000000000001,0.0,5.459313052356155,25,6,1,1,6,6,3,96.31170000000004,4,1,0
8.15,444.5430000000001,416.3190000000002,444.23860751600006,170,-2.374470842459216,1265.3638767998398,22.949018510446813,19.14067327560602,19.14067327560602,15.991203638441377,11.361137973971957,8.86422249677161,8.86422249677161,-3.59,21.26593786789636,8.74298225681131,4.234175503892891,192.01319083933453,14.48335493551004,14.87916655174726,6.06636706846161,11.890771566461538,34.26243121810778,45.57260172023325,54.222391853708935,93.24,0.0,3.307833429979964,33,9,0,4,8,9,5,125.72020000000002,7,0,1
8.15,383.5210000000001,358.32100000000014,383.17798142,142,-2.2602639262984674,921.6309998577424,19.225403871315223,15.873695999814668,16.690192580742394,13.062881945713372,9.21565704610457,6.683483187538283,7.569830364239138,-2.67,19.10160536120977,8.81376342529171,4.945063232455872,162.98046665564152,9.967957041894415,0.0,13.344558822616634,26.977997674083294,15.284745645900747,39.654695674071846,43.97084352069271,78.94,0.0,1.1180101509613318,27,6,1,2,6,7,8,113.13960000000002,2,1,1
8.15,481.46700000000016,460.2990000000002,481.17862735200015,180,-2.277557863411994,1377.01410602179,24.78588180363029,18.650149973709087,18.650149973709087,16.977896845885898,10.660151071993084,7.313048871747919,7.313048871747919,-4.44,23.70927669440178,10.659507611473549,5.557699730011354,197.8989980384357,18.748787137244054,20.141058106485747,0.0,41.50224464050018,34.84571513279319,19.893938350462392,22.845177367156435,135.57,18.877380880123276,33.223639967737164,35,11,0,4,10,13,10,121.7149,7,0,2
8.15,438.5570000000002,412.3490000000002,438.18379507200007,162,-2.403394068284236,1071.1052224183445,21.04539482762413,17.264691791711225,18.08118837263895,15.275989583278104,10.733427574659435,7.804099435854954,8.662202287712974,-2.75,20.169355807944235,9.170393150392234,4.483431718843245,184.2523408343571,4.9839785209472085,4.9839785209472085,30.33183534230805,18.907691923874296,20.26872416684796,18.88348407499998,12.84164324585202,95.17,0.0,5.447054072840369,31,8,1,2,8,9,5,123.9481,3,1,0
8.15,295.346,278.21,295.143310164,112,-2.5110611684245194,809.1563099675972,14.940946820939052,12.282904792853842,12.282904792853842,10.830831138144497,7.291133508217978,5.348143256513575,5.348143256513575,-2.6,13.09005102040816,5.306721536351165,2.270519513283781,127.71316058344657,9.967957041894415,0.0,6.06636706846161,36.93318150334857,19.685440252162543,6.041840829147961,0.0,63.48,0.0,7.288629311305176,22,6,0,3,6,6,4,85.25540000000004,3,0,2
8.14,505.6000000000002,478.3840000000003,505.178375344,186,-2.3694111001018867,1437.249370551937,24.81082583001261,19.463515290135728,20.28001187106345,17.51237168849655,12.070714827542728,9.450521157094386,10.48117003902075,-3.309999999999999,23.11038199521997,9.287591428920196,4.053960301178909,210.65329920956543,4.9839785209472085,4.9839785209472085,36.39820241076966,22.362427850981625,14.951935562841626,37.63617325640916,17.547724606320003,134.60000000000002,24.16767965080596,0.9502147446798976,36,9,2,2,9,10,5,139.28479999999996,3,2,0
8.14,428.4740000000003,408.3140000000002,428.12667412,156,-2.365652218100821,1249.1431616552843,20.880104409694475,16.2769449508896,17.093441531817327,14.447526874062962,9.506415765097774,7.237819079300491,9.251125426001524,-3.02,18.97393515298193,7.04212172259492,3.0188699990862164,172.66271249076942,17.91717339889177,9.40389779959727,0.0,35.68086352552381,18.903274214160103,11.440239881430353,15.921440167465814,109.14,10.023291153407584,33.5856584917478,30,10,1,2,8,11,3,109.06700000000004,5,1,0
8.14,496.5030000000002,471.3030000000003,496.19827950000007,188,-2.566614960669868,1340.1127056737412,26.034804948073724,19.89597674078755,19.89597674078755,17.099905313814045,11.087512875258842,8.94058909758936,8.94058909758936,-4.31,24.80318293286808,9.744529764237274,5.031881037193166,205.238661798985,19.152909273641058,15.04237629818471,0.0,48.308578417012384,29.965140120197447,31.66204143502319,29.768914566847062,158.29,30.31790241269648,20.362359847794423,36,12,0,3,10,13,7,126.29070000000004,6,0,2
8.14,496.5790000000004,468.3550000000003,496.24475551600005,188,-2.440471728838652,1463.2416194500113,25.94058234200953,21.010536601916343,21.010536601916343,17.906218538613903,12.127752300293263,9.33821329575962,9.33821329575962,-4.56,24.14844574363101,10.20091043959984,5.192796045761209,214.3105169427328,14.951935562841626,15.04237629818471,0.0,34.895362675987265,29.632330037138324,19.88931522852921,29.76891456684706,127.89,0.0,1.585629495187229,37,11,0,4,10,11,6,142.03389999999985,8,0,3
8.13,467.50500000000034,441.2970000000003,467.208115912,178,-2.418783035796217,1225.5072947598055,24.29431797206756,18.95472841719682,18.95472841719682,16.25737005871295,10.985434786639416,8.74339470216919,8.74339470216919,-3.62,23.535243055169136,9.704527666761646,5.133071739992074,195.34885246033312,19.342350610516444,5.261891554738487,0.0,28.960096474973813,24.83582381463931,44.50368468087521,42.610557812699085,137.98,17.679905935845486,21.251214683281923,34,10,0,3,9,11,7,122.36570000000002,5,0,2
8.12,416.5470000000004,388.3230000000002,416.188211756,156,-2.455430481481282,887.4237028982823,19.794317972067567,16.63955988735548,17.456056468283208,14.186673185801064,10.717761700447335,8.400648005821282,9.48426976194694,-1.77,19.20880085457703,8.161680996272818,3.8517558890023142,174.13770206517177,9.967957041894415,0.0,0.0,18.59998814349063,14.867866772744897,63.00946462353973,54.88343446911574,90.57,0.0,11.92191495247408,29,7,0,2,7,8,5,111.35240000000006,3,0,0
8.12,437.4790000000002,413.28700000000026,437.19755122800007,166,-2.417603039615668,1191.1879858594775,22.880104409694468,17.83937334554641,17.83937334554641,15.257370058712953,10.388080511009786,8.548590018898661,8.548590018898661,-3.58,21.644452916300825,8.511575929519513,4.676516422995558,183.83881868483437,14.358372089569237,15.04237629818471,0.0,35.15694004658689,25.06523038934697,38.46184385172725,42.610557812699085,128.75,17.679905935845486,15.600418805708202,32,9,0,3,8,10,8,116.11570000000005,5,0,2
8.12,424.4800000000002,399.2800000000002,424.20230226,162,-2.417878749601309,1143.0891301184174,22.758784066134837,17.848189675676434,17.848189675676434,14.59557401616448,9.88649125533232,8.152718867274997,8.152718867274997,-3.51,22.181408057009858,8.695545216355525,4.978704828126022,179.29160617461574,14.358372089569237,5.261891554738487,0.0,28.960096474973817,19.8518452936921,45.50951583440444,43.6163889662283,115.86,17.679905935845486,15.782035385944011,31,8,0,3,7,9,7,115.86570000000005,4,0,2
8.12,315.32900000000006,298.19300000000004,315.12190602400005,120,-2.3054784388460785,775.2545537673943,16.396976746569035,12.66562871605281,12.66562871605281,11.07971869811898,7.269334940501567,5.368099461073806,5.368099461073806,-2.83,15.08060406027236,6.115470079540335,3.03248461284741,132.32136681914776,4.9839785209472085,0.0,0.0,18.71508986212249,10.30076712495354,18.88348407499998,23.199631921620835,103.54,5.907179729351506,10.97438432914488,23,7,1,1,5,7,5,83.47260000000003,1,1,1
8.12,434.5040000000003,408.2960000000002,434.217872072,166,-2.3659002716836004,1174.3778054220084,22.716967702877938,18.091165384534104,18.091165384534104,15.381960493695995,10.605783559670686,8.349146060287465,8.349146060287465,-3.55,21.673331252322185,8.900661092578451,4.536881910647287,185.22314546551613,9.967957041894415,15.04237629818471,0.0,28.61218364067432,30.3820189933533,38.33200928536492,42.610557812699085,140.78,5.601050810983688,1.5756847704263828,32,10,0,3,9,10,7,119.52040000000004,5,0,2
8.12,449.5150000000002,422.29900000000026,449.217537724,172,-2.4435994524065423,1218.9985640961231,24.172997628507925,19.00823000512799,19.00823000512799,15.59557401616448,10.529027475862856,8.392312807071395,8.392312807071395,-3.9700000000000006,23.68807013245631,9.66569839333924,5.639833629642859,191.20239716973788,9.967957041894415,5.261891554738487,0.0,16.814289258077554,25.16863389769843,39.33784043889415,43.6163889662283,144.95999999999998,11.508230540335196,1.7875504518506309,33,10,0,3,8,10,8,123.97940000000006,4,0,2
8.11,448.52700000000016,420.3030000000002,448.222288756,172,-2.2081449826381663,1299.2684422907878,23.750347897697548,19.45544360062795,19.45544360062795,15.596375353963913,10.68667458682384,8.888993210058693,8.888993210058693,-3.56,22.627433577459144,8.76074182298049,5.099489535322264,191.6180454819116,4.9839785209472085,5.098681808301038,0.0,17.662507934512526,24.64835151619112,32.917018815968135,35.59331906484699,109.31,11.508230540335196,7.381492981275819,33,9,1,3,8,9,7,125.95600000000002,5,1,1
8.11,508.89200000000017,488.7320000000002,508.1349842200001,184,-2.4172112240041197,1368.3607294435606,25.32769816688717,18.453860554893662,19.20978950091212,16.52389570889248,10.256670959584978,8.141831037190219,8.578266817662202,-3.71,24.41569772464648,9.503875381499403,5.353824264084885,201.32251282666272,24.02415354566163,13.879511903650677,11.600939890232516,46.50035171492786,34.61630855808553,32.169580133720984,30.754842602995826,122.78,30.77404186960382,42.00842145658333,35,10,0,4,9,14,8,121.95970000000004,6,0,2
8.11,448.5960000000002,420.3720000000002,448.204530516,166,-2.3815486830333774,1156.9960960439646,22.664561460070644,18.629930510380383,19.446427091308102,15.477896845885905,10.959808599004043,8.50429053593024,9.642361723387936,-3.0499999999999994,22.154934353119238,9.614535776575046,4.728799195633438,192.17900012012277,9.967957041894415,17.0237765041296,0.0,16.814289258077554,19.8518452936921,56.864380579363385,55.4522010585511,95.63,0.0,1.8684222143096605,32,7,0,3,7,8,6,129.3639,4,0,2
8.11,391.4350000000001,370.2670000000001,391.175672912,148,-2.4060746116414813,1082.1135075977472,20.21696770287794,16.05220007949801,16.05220007949801,14.190203145651198,9.560662901878988,6.881261471803537,6.881261471803537,-3.51,18.834864805728262,8.24250587075429,3.88172305047372,167.26271053042578,9.967957041894415,15.04237629818471,13.344558822616634,42.26673758786442,25.06523038934697,25.807221274690605,35.68682061300846,117.75,0.0,6.831208961299254,29,9,0,3,8,9,7,106.84590000000004,5,0,2
8.11,376.371,358.227,376.15716363600006,142,-2.2316352879770247,976.1194107746612,18.96589084732138,14.48566717267951,14.48566717267951,13.008040390846984,8.461192792464578,6.322580185429039,6.322580185429039,-3.08,17.339648554188408,6.910582367139089,3.4501518240012685,152.31258381199942,18.28020650991247,5.098681808301038,0.0,11.884229846296638,29.69533157031642,18.888107196933163,29.028659541553942,101.17,18.02655246905916,28.73692757489024,27,9,0,3,8,11,5,94.00260000000004,5,0,0
8.11,520.5790000000003,496.3870000000003,520.175355628,190,-2.497970211593231,1644.669613055585,26.319261998449896,20.321067910934847,21.137564491862573,17.617543404019088,11.435911279385827,9.089070736535865,11.071508714854891,-4.35,24.349085594531065,9.264774295020056,4.861891302040172,212.33410252656225,18.385754026223356,24.44627409778198,0.0,47.19297268864663,33.8341425200831,25.93115605767717,35.81075539599502,163.72,10.023291153407584,27.775956522052024,37,13,0,4,11,14,7,135.7676999999999,8,0,2
8.1,471.5650000000002,442.33300000000025,471.2382731680001,180,-2.4080028807226594,1340.7188690867854,24.103719048826072,19.62187450363585,19.62187450363585,16.974366886035767,12.239977270195146,9.84281212661542,9.84281212661542,-3.88,21.63983973686825,8.406578853684586,3.8046353876463135,202.74320428350376,0.0,9.967957041894415,18.218407282129373,11.304130260626188,19.851845293692104,32.22804289761662,35.18390503624384,129.03,0.0,0.0,35,9,1,2,6,9,6,134.31999999999996,3,1,0
8.1,414.5350000000003,388.3270000000002,414.183795072,154,-2.5231104666537565,1018.9334405943484,20.432510652501765,16.58176871352152,17.398265294449242,13.936002853667036,10.044186104353876,7.91380057207282,9.89623855039184,-2.28,20.011552018027384,8.222570210999212,4.498087395385941,171.1428917767246,18.385754026223356,9.56710754603472,0.0,23.40514270561693,19.173082764041126,37.76696814999996,31.246737983401037,102.22,10.023291153407584,24.956359204340224,29,8,1,1,7,9,4,111.90950000000004,5,1,0
8.1,325.376,306.224,325.16510822800007,124,-2.226161486291613,983.7448765148432,16.89697674656903,13.867930907095252,13.867930907095252,11.43327208871225,7.847647512527547,6.601196226453244,6.601196226453244,-2.9,14.677107832165428,5.051412569491807,2.595538843791092,138.0913787438022,4.9839785209472085,10.082660329248244,0.0,17.4009305639129,24.315541433131997,25.304305697925987,19.765380445542643,89.66000000000001,0.0,3.2399270649617877,24,8,0,3,8,8,4,92.53140000000002,5,0,1
8.1,516.9650000000001,490.7570000000003,516.1800425920001,190,-2.4172111011887423,1367.1498647914525,25.871668241257197,19.94304319252253,20.69897213854099,17.1512169088303,11.075187480441343,8.640032780027457,9.07646856049944,-3.61,25.481937967128644,10.562237263063036,5.780148011452209,210.83487147911035,19.342350610516448,5.098681808301038,11.600939890232516,53.455146513740274,34.616308558085535,32.164957011787806,24.205463075150067,132.01,17.679905935845486,22.655709544373195,36,11,0,4,10,13,10,132.58270000000002,6,0,2
8.1,499.5790000000002,470.3470000000003,499.2444211680001,190,-2.3975201397140533,1374.9256404430344,26.36323207281991,20.93819110206065,20.93819110206065,17.88858044840886,12.292729109721607,9.377092992041414,9.377092992041414,-4.510000000000001,25.57896890222074,11.48356592578314,6.012337471243335,214.86272492560977,16.540093931451306,15.04237629818471,0.0,23.011132829690627,29.965140120197447,39.15178009730724,49.03137943562509,133.19,0.0,1.582267540211902,37,11,0,3,8,11,8,137.8568999999999,7,0,2
8.1,508.67700000000025,480.45300000000026,508.182749516,182,-2.4712788807239083,1348.6908710259877,23.777445635193004,19.58176871352152,21.214761875376965,17.136162928584238,12.046208450168322,9.068124649105856,10.8821983489329,-3.02,22.444372743543717,9.556060926329389,4.627935564003161,210.94633716148888,4.9839785209472085,9.357518502363655,12.13273413692322,15.910548628933824,24.64226414826441,25.807221274690605,18.53557124070048,102.07,0.0,5.470863636424985,35,9,1,3,10,11,5,144.26309999999987,5,1,0
8.1,445.56400000000014,417.34000000000015,445.194774356,166,-2.417779528680536,1077.4387756050428,22.758784066134822,18.284660505950757,19.10115708687848,14.523895708892478,10.081128170801904,8.285777369032234,9.520550396190528,-2.78,22.895194174991165,9.151502012569733,5.889240077006379,184.6701200395569,14.358372089569237,0.0,0.0,38.62088931421495,15.284745645900747,52.43325303409506,43.06056117138408,99.17,17.679905935845486,15.081485231846086,31,7,1,2,7,9,8,124.16240000000003,2,1,1
8.1,397.4430000000002,374.25900000000007,397.1974709760001,152,-2.422932406731378,1070.6564053930244,20.543241116511005,15.999793836690715,15.999793836690715,13.918723993369944,9.434358000107007,7.221770141490544,7.221770141490544,-3.47,18.87306205617493,7.508455948357832,3.762107348431395,166.0028385454013,9.499376414562832,10.197363616602075,12.84164324585202,11.884229846296638,24.378542966310093,37.76696814999996,46.52974034639314,158.25,11.814359458703011,2.915301781261724,29,11,0,3,9,11,5,106.52020000000005,5,0,0
8.1,493.59300000000025,466.3770000000003,493.1896087240001,182,-2.356100809962699,1355.9235136441084,23.777445635193004,19.260652954897605,20.07714953582533,17.19100448345063,11.921886201743288,8.946177138360346,9.955276060889831,-3.28,22.20088342090649,9.402575157361548,4.3049974067095,205.69761459122995,14.48335493551004,5.098681808301038,11.336785877934735,41.0020006840914,19.58203674381108,12.84164324585202,23.199631921620835,108.12,0.0,8.107434186846762,35,10,1,3,10,11,5,135.61499999999992,6,1,0
8.1,426.5500000000002,400.34200000000016,426.195028452,158,-2.456885491004789,1131.3098257306135,21.30275414050485,17.546815148471342,18.36331172939907,14.407346627969812,9.833772184895604,7.8471414609147585,8.652116238212313,-2.8200000000000003,20.452681999454565,8.131836547372068,3.9332302763959657,178.52487762057964,9.967957041894415,9.472221789717487,6.923737199690624,36.08235309228445,33.839464977025216,39.77863045705841,32.15906758876879,107.26,0.0,6.598683465287452,30,9,0,4,9,10,8,117.95120000000004,6,0,0
8.1,405.4620000000002,382.2780000000002,405.191322976,154,-2.277130317012169,1114.230636758956,21.087211190881018,16.668515653723734,16.668515653723734,14.584049995768552,9.986280467637004,7.608999741280863,7.608999741280863,-3.51,19.79119801977808,8.467865349625272,4.234592940892448,173.3083411675115,9.967957041894415,15.04237629818471,12.84164324585202,29.618014794203543,25.06523038934697,32.22804289761662,42.10764223593446,128.75,0.0,1.555613369965372,30,9,0,3,8,9,8,111.21970000000006,5,0,2
8.1,408.4870000000002,388.32700000000017,408.1368448800001,148,-2.262014338760956,1192.250940776073,20.38010440969447,16.046614969281528,16.86311155020925,14.100886748174158,8.99983701561041,6.4451865724358,7.356417498854278,-3.3,19.035453872209203,7.9785052533512735,3.693792244804378,170.90049805464022,9.967957041894415,0.0,6.06636706846161,40.29080023097279,14.951935562841626,0.0,10.357988675768818,106.26,0.0,6.282726291620765,29,8,1,3,8,9,6,115.98760000000004,4,1,1
8.1,523.0660000000003,495.8500000000003,522.171706164,186,-2.4758334803349307,1374.85419076862,24.48455241637955,19.706185434446137,21.278610961392317,17.63616292858424,12.22869971328126,9.09620952049647,10.56329418289482,-3.209999999999998,23.204311594114102,10.039389520610994,4.756931320303472,217.10320801461697,9.967957041894415,4.9839785209472085,23.733674027155736,15.239253947826688,25.252702687795164,18.88348407499998,12.84164324585202,102.07,0.0,1.0492503988497923,36,9,1,3,9,11,5,146.65909999999982,5,1,1
8.1,463.01100000000014,435.7950000000002,462.17170616400006,166,-2.456885499697009,1137.683193484351,21.30275414050485,17.955063438935206,19.588056600790654,14.407346627969812,9.833772184895604,7.8471414609147585,8.652116238212313,-2.53,23.139814735967278,9.309291588297848,4.71617729464146,190.67797087312903,9.967957041894415,9.472221789717487,6.923737199690624,36.08235309228445,33.839464977025216,39.77863045705841,32.15906758876879,107.26,0.0,6.598683465287452,31,9,0,4,9,11,8,125.19920000000003,6,0,0
8.1,446.9640000000002,423.78000000000014,446.1291726560001,158,-2.4032227635675407,1104.3600267985014,20.50142475325412,16.41060545715158,17.98303098409776,14.669836433395457,10.179506830595278,7.531240071935494,8.998324734333842,-2.1999999999999997,19.745136663897792,8.50439160199081,4.023497910665748,182.18017738691,4.9839785209472085,4.9839785209472085,11.600939890232516,23.4303845631112,20.26872416684796,18.88348407499998,12.84164324585202,95.17,0.0,6.41780285025179,30,8,1,2,8,10,4,121.02810000000002,3,1,0
8.1,499.5750000000005,470.34300000000025,499.23318778800007,190,-2.3586439969489392,1407.5496229765183,25.191659197566096,20.520926302276933,20.520926302276933,18.13616292858424,12.664831588897911,9.314581814745766,9.314581814745766,-4.18,23.23249638900176,10.057438409089428,4.922071219087038,214.0027756577624,9.967957041894415,4.9839785209472085,6.06636706846161,30.282464473241426,14.951935562841626,19.26246486877803,29.75093004769831,122.64,0.0,11.58124887893639,37,10,1,3,9,10,5,142.93859999999984,5,1,2
8.1,371.444,350.27600000000007,371.17461029200007,140,-2.3011252476875925,1159.9939486055216,18.92407448406449,15.506139270292696,15.506139270292696,13.792826335683712,9.669389348587384,7.155985356281901,7.155985356281901,-3.41,16.74118130542884,6.959572477894067,2.9653416990707404,162.35111126951188,4.515397893615623,5.098681808301038,12.13273413692322,34.16846904790972,14.598058222863868,19.26246486877803,29.620453544546844,62.53,0.0,1.7130671541394846,28,6,1,3,5,6,3,110.95220000000002,4,1,2
8.1,502.64800000000025,472.4080000000003,502.22632858,186,-2.475487571501405,1385.9891628413195,24.48455241637955,20.328220961436905,21.14471754236463,17.652999680989847,12.535634434179016,9.423755472244569,10.454404354170933,-3.5,22.932,9.86545745307634,4.535456448374557,213.16488390213195,4.9839785209472085,4.9839785209472085,12.13273413692322,10.216620634085364,25.252702687795164,25.807221274690605,18.40509473754901,102.07,0.0,1.059061950113954,36,9,1,3,9,10,5,146.38609999999986,5,1,1
8.1,501.56600000000026,473.3420000000003,501.228851356,190,-2.408682203671049,1343.8348687986158,25.35479590438263,20.17910337971392,20.17910337971392,18.0468465311072,12.479267012674738,9.639959531933616,9.639959531933616,-4.049999999999999,23.354661844428133,9.77669321277376,4.716635081697821,213.51679582136097,14.358372089569237,4.9839785209472085,24.284774350590983,19.13166997518723,14.951935562841626,12.462662452073973,6.4208216229260096,118.29,0.0,19.51800136405384,37,9,1,2,8,10,7,138.80979999999985,4,1,1
8.1,488.62100000000027,460.3970000000003,488.210678516,180,-2.4757561205165843,1323.9119951886978,23.614308928376477,19.40557123062653,20.22206781155426,17.24231607846689,12.129033874253686,8.949530230013302,9.980179111939666,-3.4999999999999987,21.995027209607805,9.629977324263038,4.585797584339859,206.7999417877353,9.967957041894415,4.9839785209472085,18.19910120538483,10.216620634085364,25.252702687795164,18.88348407499998,12.84164324585202,102.07,0.0,1.0573175284794225,35,9,1,3,9,10,5,141.64909999999986,5,1,1
8.1,507.57000000000033,477.33000000000027,507.23941604,194,-2.4256856766933814,1350.4346752581937,26.74191172926027,21.032078686386445,21.032078686386445,17.561900511353258,12.10847377289638,9.778358218310256,9.778358218310256,-4.04,26.03522757333881,10.521188283773888,5.861257305898234,213.6668992489201,14.358372089569237,5.261891554738487,0.0,28.960096474973817,24.75175502454258,51.42742188056583,49.534295012389705,136.17,17.679905935845486,16.012373882570596,37,10,0,3,8,11,7,136.0057,5,0,2
8.1,329.4480000000002,302.232,329.221560484,130,-2.358865186462466,683.7739903157128,16.518297090128677,14.586387891217704,14.586387891217704,11.720346690612276,9.047778006093417,7.363809403719896,7.363809403719896,-1.66,15.843779070310706,6.685385672949385,3.0021851031578826,142.5524081831586,9.967957041894415,0.0,0.0,11.993106178977714,19.8518452936921,50.10569581908737,43.58546565248844,66.07,0.0,5.5740744505506825,24,6,0,2,5,6,4,95.41940000000004,3,0,0
8.1,474.5210000000002,448.3130000000003,474.201553312,180,-2.3537448780800942,1336.357257447058,24.363232072819912,19.035860789991425,19.035860789991425,17.050376490957333,11.292524296612724,8.467334093559309,8.467334093559309,-3.86,22.90876039220628,9.785902748579932,4.715890499783874,201.25058248770424,14.951935562841626,4.9839785209472085,24.26546827384644,36.02968496233552,19.935914083788838,24.670595227570573,6.4208216229260096,145.54000000000002,24.16767965080596,5.175112525310105,35,10,1,3,10,10,7,131.45780000000002,4,1,2
8.1,400.48600000000016,376.2940000000001,400.20115938800006,152,-2.350329994914413,1148.0470410950743,20.338288046437583,16.876382758295772,16.876382758295772,14.79715763333328,10.222297932832888,7.455329801769476,7.455329801769476,-3.45,18.57051317766748,8.119281122428134,3.713684665954324,174.7197869992503,14.951935562841626,0.0,6.06636706846161,24.694497102587533,24.66941877310975,18.88348407499998,12.84164324585202,76.37,0.0,7.24097347989849,30,7,0,4,7,7,5,117.72040000000004,4,0,3
8.1,489.60900000000026,462.3930000000003,489.205927484,180,-2.47616630603372,1325.4399749027775,23.614308928376477,19.27543455693687,20.091931137864595,17.24231607846689,11.97876498708134,8.825205225760438,9.8558541076868,-3.569999999999999,21.929561276240445,9.58788378128323,4.561509832343307,206.01958976868184,9.967957041894415,4.9839785209472085,12.13273413692322,16.41346420569844,30.23668120874237,18.88348407499998,12.84164324585202,114.96,0.0,1.0522154876630956,35,10,1,3,10,11,5,139.4440999999999,6,1,0
8.09,490.5680000000003,460.3280000000003,490.24408682,188,-2.455734967375223,1302.3668862226468,25.819261998449896,20.5243577013803,20.5243577013803,17.24442249606543,12.049548288169676,9.398697783087036,9.398697783087036,-4.04,25.06489136980348,10.701033691583142,5.604127844651992,208.47949390874973,9.967957041894415,15.04237629818471,0.0,23.011132829690627,30.3820189933533,70.6839869659681,62.37593825824173,157.85,6.103966387748303,1.575878349952609,36,11,0,3,9,11,7,133.4674,5,0,2
8.09,560.5940000000002,531.3620000000003,560.240813008,212,-2.418561742026005,1595.9226838014126,29.147689123196084,22.7439629608894,22.7439629608894,19.655548206479875,12.924350374210816,10.223156031487209,10.223156031487209,-4.9,27.65875896294177,11.29970044379722,5.993742372596055,234.57352986689827,24.326329131463652,15.04237629818471,0.0,54.66042473109057,35.03318743124139,38.0828630579492,36.18973618977307,167.0,17.679905935845486,21.01170874608202,41,13,0,4,12,14,9,147.72669999999982,8,0,2
8.09,561.6620000000003,525.3740000000004,561.2863662320001,216,-2.417879182376718,1499.2497270001693,29.57033885400645,23.610189278961567,23.610189278961567,19.507058956486865,13.441905767710324,10.682318110341022,10.682318110341022,-4.51,29.47213477856856,12.773437012996975,7.78835430912546,237.9472513952641,19.152909273641058,0.0,30.33183534230805,23.396644983276826,30.48542250170476,58.599028646229584,49.179840457925295,133.2,17.679905935845486,15.98358165219665,41,10,1,3,7,11,11,156.66809999999975,3,1,2
